"ACCT","FULL_ACCT","FISCALYR","PERIOD","DESCRIP","YTD_BEGINNING","PERIOD_DEBIT","PERIOD_CREDIT","PERIOD_BALANCE","CUMM_PERIOD_BALANCE","EPLANT_ID","COMPANY"
"6006000","10-6000-6000","2016",3,"Salaries & Wages",0,68541.74,0,68541.74,137083.48,1,"Plasmology4"
"6006350","10-6000-6350","2016",3,"Employer Payroll Taxes",0,4008.77,0,4008.77,12126.18,1,"Plasmology4"
"6007300","10-6000-7300","2016",3,"Rent",0,35,0,35,0,1,"Plasmology4"
"6007580","10-6000-7580","2016",3,"Consulting",0,,,,5601.61,1,"Plasmology4"
"6007680","10-6000-7680","2016",3,"Quality & Regulatory",0,3620.28,3137.6,482.68,1925.95,1,"Plasmology4"
"6007700","10-6000-7700","2016",3,"Testing",0,13500,0,13500,0,1,"Plasmology4"
"6007720","10-6000-7720","2016",3,"Seminars",0,,,,350,1,"Plasmology4"
"6007790","10-6000-7790","2016",3,"Lab Supplies",0,123.02,0,123.02,743.02,1,"Plasmology4"
"6007820","10-6000-7820","2016",3,"Meals & Entertainment",0,,,,0,1,"Plasmology4"
"6007825","10-6000-7825","2016",3,"Meals & Entertainment - Deductible Employee Meals",0,,,,0,1,"Plasmology4"
"6007840","10-6000-7840","2016",3,"Lodging",0,,,,0,1,"Plasmology4"
"6007850","10-6000-7850","2016",3,"Transportation",0,,,,301.48,1,"Plasmology4"
"6007900","10-6000-7900","2016",3,"Materials & Supplies",0,2092.29,12.1,2080.19,3314.35,1,"Plasmology4"
"6007910","10-6000-7910","2016",3,"Postage & Delivery",0,38.66,51.54,-12.88,914.34,1,"Plasmology4"
"6007915","10-6000-7915","2016",3,"Dues & Subscriptions",0,,,,0,1,"Plasmology4"
"6007920","10-6000-7920","2016",3,"Office Supplies",0,45.78,0,45.78,448.65,1,"Plasmology4"
"6008370","10-6000-8370","2016",3,"IT - Cell Phone",0,,,,224.69,1,"Plasmology4"
"6077700","10-6007-7700","2016",3,"Testing",0,,,,0,1,"Plasmology4"
"7006000","10-7000-6000","2016",3,"Salaries & Wages",0,43750.04,0,43750.04,87500.08,1,"Plasmology4"
"7006070","10-7000-6070","2016",3,"Bonus",0,,,,0,1,"Plasmology4"
"7006350","10-7000-6350","2016",3,"Employer Payroll Taxes",0,2326.11,0,2326.11,7185.48,1,"Plasmology4"
"7007720","10-7000-7720","2016",3,"Seminars",0,,,,0,1,"Plasmology4"
"7007820","10-7000-7820","2016",3,"Meals & Entertainment",0,802.64,0,802.64,443.53,1,"Plasmology4"
"7007825","10-7000-7825","2016",3,"Meals & Entertainment - Deductible Employee Meals",0,339.5,0,339.5,926.11,1,"Plasmology4"
"7007840","10-7000-7840","2016",3,"Lodging",0,658.92,0,658.92,4830.69,1,"Plasmology4"
"7007850","10-7000-7850","2016",3,"Transportation",0,2839.64,79.01,2760.63,3335.89,1,"Plasmology4"
"7007905","10-7000-7905","2016",3,"Printing & Publications",0,,,,0,1,"Plasmology4"
"7007910","10-7000-7910","2016",3,"Postage & Delivery",0,214.17,0,214.17,435.65,1,"Plasmology4"
"7007915","10-7000-7915","2016",3,"Dues & Subscriptions",0,,,,36,1,"Plasmology4"
"7007920","10-7000-7920","2016",3,"Office Supplies",0,296.08,118.9,177.18,820.36,1,"Plasmology4"
"7007925","10-7000-7925","2016",3,"Miscellaneous Expenses",0,,,,0,1,"Plasmology4"
"7007930","10-7000-7930","2016",3,"Taxes/Licenses/Fees",0,,,,1194,1,"Plasmology4"
"7007940","10-7000-7940","2016",3,"Bank Charges",0,63,0,63,312.21,1,"Plasmology4"
"7007945","10-7000-7945","2016",3,"Service / Finance Charges",0,774.65,0,774.65,767.62,1,"Plasmology4"
"7106720","10-7010-6720","2016",3,"Training",0,,,,95,1,"Plasmology4"
"7107530","10-7010-7530","2016",3,"Accounting Fees",0,,,,0,1,"Plasmology4"
"7107580","10-7010-7580","2016",3,"Consulting",0,8126.44,0,8126.44,7507.5,1,"Plasmology4"
"7107910","10-7010-7910","2016",3,"Postage & Delivery",0,,,,0,1,"Plasmology4"
"7107920","10-7010-7920","2016",3,"Office Supplies",0,,,,0,1,"Plasmology4"
"7107940","10-7010-7940","2016",3,"Bank Charges",0,,,,0,1,"Plasmology4"
"7107945","10-7010-7945","2016",3,"Service / Finance Charges",0,,,,0,1,"Plasmology4"
"7137550","10-7013-7550","2016",3,"Outside Services",0,,,,9000,1,"Plasmology4"
"7156060","10-7015-6060","2016",3,"Severance Pay",0,,,,0,1,"Plasmology4"
"7156200","10-7015-6200","2016",3,"Stock Based Compensation",0,150000,0,150000,300000,1,"Plasmology4"
"7156360","10-7015-6360","2016",3,"Payroll Fees",0,936.44,0,936.44,536.94,1,"Plasmology4"
"7156400","10-7015-6400","2016",3,"Medical Benefits",0,9068.58,44,9024.58,26858.47,1,"Plasmology4"
"7156405","10-7015-6405","2016",3,"Medical Benefits - Employee Contribution",0,0,1499.31,-1499.31,-3695.08,1,"Plasmology4"
"7156410","10-7015-6410","2016",3,"Den/Vis/Life Insurance",0,1163.75,0,1163.75,3387.46,1,"Plasmology4"
"7156415","10-7015-6415","2016",3,"Den/Vis/Life Insurance - Employee Contribution",0,0,164.88,-164.88,-384,1,"Plasmology4"
"7156425","10-7015-6425","2016",3,"HSA - Employer Contribution",0,15,0,15,0,1,"Plasmology4"
"7156439","10-7015-6439","2016",3,"Employee Disability Insurance",0,574.72,0,574.72,1149.44,1,"Plasmology4"
"7156450","10-7015-6450","2016",3,"Employee Appreciation Expenses",0,,,,0,1,"Plasmology4"
"7156500","10-7015-6500","2016",3,"Workers Compensation Insurance",0,1396.81,0,1396.81,4110.7,1,"Plasmology4"
"7157580","10-7015-7580","2016",3,"Consulting",0,,,,0,1,"Plasmology4"
"7157820","10-7015-7820","2016",3,"Meals & Entertainment",0,,,,0,1,"Plasmology4"
"7157825","10-7015-7825","2016",3,"Meals & Entertainment - Deductible Employee Meals",0,,,,0,1,"Plasmology4"
"7157870","10-7015-7870","2016",3,"Mileage Reimbursement ",0,,,,48.6,1,"Plasmology4"
"7157915","10-7015-7915","2016",3,"Dues & Subscriptions",0,36,0,36,36,1,"Plasmology4"
"7157920","10-7015-7920","2016",3,"Office Supplies",0,524.35,0,524.35,1293.06,1,"Plasmology4"
"7205930","10-7020-5930","2016",3,"Depreciation - Computer Equipment",0,1576.84,0,1576.84,3057.42,1,"Plasmology4"
"7205940","10-7020-5940","2016",3,"Depreciation - Software",0,392.98,0,392.98,696.15,1,"Plasmology4"
"7206000","10-7020-6000","2016",3,"Salaries & Wages",0,13333.34,0,13333.34,26666.68,1,"Plasmology4"
"7206350","10-7020-6350","2016",3,"Employer Payroll Taxes",0,983,0,983,2154.57,1,"Plasmology4"
"7207570","10-7020-7570","2016",3,"Contract Labor",0,,,,0,1,"Plasmology4"
"7207580","10-7020-7580","2016",3,"Consulting",0,,,,1167.74,1,"Plasmology4"
"7207900","10-7020-7900","2016",3,"Materials & Supplies",0,,,,16.49,1,"Plasmology4"
"7207910","10-7020-7910","2016",3,"Postage & Delivery",0,,,,9.7,1,"Plasmology4"
"7207920","10-7020-7920","2016",3,"Office Supplies",0,,,,0,1,"Plasmology4"
"7208320","10-7020-8320","2016",3,"IT - Software; Non-Depreciable ",0,20472.45,26.99,20445.46,9948.57,1,"Plasmology4"
"7208330","10-7020-8330","2016",3,"IT - Cloud Services",0,737.75,0,737.75,518.8,1,"Plasmology4"
"7208340","10-7020-8340","2016",3,"IT - Data Center",0,409.92,0,409.92,819.84,1,"Plasmology4"
"7208350","10-7020-8350","2016",3,"IT - Connectivity",0,666.89,304.67,362.22,1210.52,1,"Plasmology4"
"7208360","10-7020-8360","2016",3,"IT - Voice",0,397.9,0,397.9,940.39,1,"Plasmology4"
"7208370","10-7020-8370","2016",3,"IT - Cell Phone",0,,,,130.87,1,"Plasmology4"
"7208380","10-7020-8380","2016",3,"IT - Domain Registration",0,,,,376.9,1,"Plasmology4"
"7307500","10-7030-7500","2016",3,"Legal Fees - General",0,26987.65,0,26987.65,-939.65,1,"Plasmology4"
"7307510","10-7030-7510","2016",3,"Legal Fees - Patent",0,19134.14,0,19134.14,897.5,1,"Plasmology4"
"7307529","10-7030-7529","2016",3,"Legal Fees - Misc. ",0,,,,0,1,"Plasmology4"
"7355920","10-7035-5920","2016",3,"Depreciation - Furniture & Fixtures",0,,,,0,1,"Plasmology4"
"7355945","10-7035-5945","2016",3,"Depreciation - Office Equipment",0,20.42,0,20.42,40.84,1,"Plasmology4"
"7355950","10-7035-5950","2016",3,"Depreciation - Leasehold Improvements",0,38.25,0,38.25,76.5,1,"Plasmology4"
"7357300","10-7035-7300","2016",3,"Rent",0,12546.47,1863,10683.47,29684.44,1,"Plasmology4"
"7357400","10-7035-7400","2016",3,"Utilities",0,128.55,38.64,89.91,138.49,1,"Plasmology4"
"7357420","10-7035-7420","2016",3,"Equipment",0,234.15,0,234.15,478.59,1,"Plasmology4"
"7357450","10-7035-7450","2016",3,"Janitorial",0,,,,0,1,"Plasmology4"
"7357460","10-7035-7460","2016",3,"Maintenance & Repairs",0,,,,198.29,1,"Plasmology4"
"7357490","10-7035-7490","2016",3,"Property Taxes",0,,,,0,1,"Plasmology4"
"7506550","10-7050-6550","2016",3,"D&O Insurance",0,,,,4707.37,1,"Plasmology4"
"7507590","10-7050-7590","2016",3,"Liability Insurance",0,,,,0,1,"Plasmology4"
"8016000","10-8101-6000","2016",3,"Salaries & Wages",0,,,,0,1,"Plasmology4"
"9008565","10-9000-8565","2016",3,"Gain on Asset Sale",0,,,,0,1,"Plasmology4"
"9008590","10-9000-8590","2016",3,"Loss on Forgiveness of Intercompany Debt",0,,,,0,1,"Plasmology4"
"9008700","10-9000-8700","2016",3,"Amortization",0,8417.41,0,8417.41,16834.82,1,"Plasmology4"
"9108410","10-9100-8410","2016",3,"Interest Expense",0,63766.66,0,63766.66,108311.26,1,"Plasmology4"
"9108460","10-9100-8460","2016",3,"Interest Income",0,,,,-20.52,1,"Plasmology4"
"9508600","10-9500-8600","2016",3,"State Income Tax ",0,0,800.04,-800.04,0,1,"Plasmology4"
"0001000","10-0000-1000","2016",4,"Petty Cash",98,,,,0,1,"Plasmology4"
"0001001","10-0000-1001","2016",4,"Plaz4 Operational ",109045.24,581426.47,439799.55,141626.92,-54039.78,1,"Plasmology4"
"0001002","10-0000-1002","2016",4,"Plaz4 Debit",4762.72,12002.13,9345.34,2656.79,-2007.43,1,"Plasmology4"
"0001003","10-0000-1003","2016",4,"Plaz4 Money Market",300210.14,500000,500026.99,-26.99,-299994.48,1,"Plasmology4"
"0001005","10-0000-1005","2016",4,"AZ Biz Bank Checking ",0,,,,0,1,"Plasmology4"
"0001006","10-0000-1006","2016",4,"AZ Biz Bank ICS Savings",0,,,,0,1,"Plasmology4"
"0001007","10-0000-1007","2016",4,"AZ Biz Bank Credit Card",0,,,,0,1,"Plasmology4"
"0001050","10-0000-1050","2016",4,"Accounts Receivable",0,,,,0,1,"Plasmology4"
"0001201","10-0000-1201","2016",4,"Inventory - Components",63054,,,,0,1,"Plasmology4"
"0001203","10-0000-1203","2016",4,"Inventory - Raw Materials",8050.15,,,,0,1,"Plasmology4"
"0001280","10-0000-1280","2016",4,"Reserve for Inventory Loss - Valuation",0,,,,0,1,"Plasmology4"
"0001550","10-0000-1550","2016",4,"Prepaid Insurance",12350.96,20376.66,10188.33,10188.33,-12350.96,1,"Plasmology4"
"0001560","10-0000-1560","2016",4,"Prepaid Expenses",17083.29,47894.89,32004.03,15890.86,-11904.72,1,"Plasmology4"
"0001580","10-0000-1580","2016",4,"Receivable from Shareholders",-1889.94,,,,0,1,"Plasmology4"
"0001600","10-0000-1600","2016",4,"Security Deposit",19764.53,,,,0,1,"Plasmology4"
"0001660","10-0000-1660","2016",4,"Due from EDGE Orthopaedics",4503568.81,6213.72,532.05,5681.67,9093.09,1,"Plasmology4"
"0001730","10-0000-1730","2016",4,"Goodwill",100,,,,0,1,"Plasmology4"
"0001731","10-0000-1731","2016",4,"Intellectual Property - EDGE Acq.",500000,,,,0,1,"Plasmology4"
"0001740","10-0000-1740","2016",4,"Organizational Cost",15128.3,,,,0,1,"Plasmology4"
"0001750","10-0000-1750","2016",4,"Accum Amortization - Goodwill",-100,,,,0,1,"Plasmology4"
"0001751","10-0000-1751","2016",4,"Accum Amortization - Intellectual Property - EDGE ",-374999.99,0,8333.33,-8333.33,-24999.99,1,"Plasmology4"
"0001760","10-0000-1760","2016",4,"Accum Amortization - Organizational",-5981.56,0,84.08,-84.08,-252.24,1,"Plasmology4"
"0001800","10-0000-1800","2016",4,"Machinery & Equipment",36186.32,,,,0,1,"Plasmology4"
"0001820","10-0000-1820","2016",4,"Tooling",10500,,,,0,1,"Plasmology4"
"0001840","10-0000-1840","2016",4,"Furniture & Fixtures",3835.98,,,,0,1,"Plasmology4"
"0001850","10-0000-1850","2016",4,"Computer Equipment",134739.28,,,,0,1,"Plasmology4"
"0001860","10-0000-1860","2016",4,"Software",21785.97,,,,0,1,"Plasmology4"
"0001870","10-0000-1870","2016",4,"Leasehold Improvements",5300.67,,,,0,1,"Plasmology4"
"0001899","10-0000-1899","2016",4,"Office Equipment ",4830,,,,0,1,"Plasmology4"
"0001900","10-0000-1900","2016",4,"Accum Depreciation - Mach/Equip",-30215.13,8903.37,434.04,8469.33,-3251.95,1,"Plasmology4"
"0001920","10-0000-1920","2016",4,"Accum Depreciation - Tooling",0,0,6708.34,-6708.34,0,1,"Plasmology4"
"0001940","10-0000-1940","2016",4,"Accum Depreciation - Furn & Fix",0,0,1470.46,-1470.46,0,1,"Plasmology4"
"0001950","10-0000-1950","2016",4,"Accum Depreciation - Comp Equip",-111494.81,0,9095.79,-9095.79,-4634.26,1,"Plasmology4"
"0001960","10-0000-1960","2016",4,"Accum Depreciation - Software",-20471.01,2426.52,383.25,2043.27,-1089.13,1,"Plasmology4"
"0001965","10-0000-1965","2016",4,"Accum Depreciation - Office Equipment",-490.01,0,4278.73,-4278.73,-61.26,1,"Plasmology4"
"0001970","10-0000-1970","2016",4,"Accum Depreciation - L/H Improve",-1626.94,0,3172.1,-3172.1,-114.75,1,"Plasmology4"
"0002000","10-0000-2000","2016",4,"Accounts Payable",-1975775.88,139936.22,104323.14,35613.08,-169720.65,1,"Plasmology4"
"0002010","10-0000-2010","2016",4,"Accrued Receipts",0,3369.35,3417.03,-47.68,47.68,1,"Plasmology4"
"0002180","10-0000-2180","2016",4,"Employee HSA Payable",0,2034,2252,-218,-460,1,"Plasmology4"
"0002200","10-0000-2200","2016",4,"Wages Payable",0,26500.02,0,26500.02,-26500.02,1,"Plasmology4"
"0002210","10-0000-2210","2016",4,"Accrued PTO",-54727.48,,,,0,1,"Plasmology4"
"0002250","10-0000-2250","2016",4,"Accrued Expenses",-28853.98,5000,1545.11,3454.89,16353.98,1,"Plasmology4"
"0002270","10-0000-2270","2016",4,"Due To Employee",0,50000,0,50000,-50000,1,"Plasmology4"
"0002351","10-0000-2351","2016",4,"Accrued Interest",-360477.3,0,53461.19,-53461.19,-158744.67,1,"Plasmology4"
"0002360","10-0000-2360","2016",4,"Convertible Note, Short-term",-900000,,,,50000,1,"Plasmology4"
"0002361","10-0000-2361","2016",4,"Personal Loan, Short-Term",-100000,,,,0,1,"Plasmology4"
"0002401","10-0000-2401","2016",4,"Convertible Note, Long-Term",-4900000,3277.75,3277.75,0,0,1,"Plasmology4"
"0002405","10-0000-2405","2016",4,"Debt Discount - Warrants",39333,0,3277.75,-3277.75,-9833.25,1,"Plasmology4"
"0002600","10-0000-2600","2016",4,"Warrants",-400000,,,,0,1,"Plasmology4"
"0002700","10-0000-2700","2016",4,"Common Stock",-17699623.17,0,500000,-500000,-178500,1,"Plasmology4"
"0002800","10-0000-2800","2016",4,"Treasury Stock",15000,,,,0,1,"Plasmology4"
"0003000","10-0000-3000","2016",4,"Additional Paid-In-Capital",-2604845,,,,0,1,"Plasmology4"
"0003010","10-0000-3010","2016",4,"Additional Paid-In-Capital - Options",-2743023,0,250000,-250000,-450000,1,"Plasmology4"
"0003100","10-0000-3100","2016",4,"Retained Earnings",21298984.43,,,,0,1,"Plasmology4"
"0003198","10-0000-3198","2016",4,"Net Income",5190883.41,,,,0,1,"Plasmology4"
"4004200","10-4000-4200","2016",4,"Rental Income",0,,,,0,1,"Plasmology4"
"5156000","10-5015-6000","2016",4,"Salaries & Wages",0,17500.02,5833.34,11666.68,35000.04,1,"Plasmology4"
"5156350","10-5015-6350","2016",4,"Employer Payroll Taxes",0,1314.9,438.3,876.6,2804.8,1,"Plasmology4"
"5157680","10-5015-7680","2016",4,"Quality & Regulatory",0,,,,1862.56,1,"Plasmology4"
"5167580","10-5016-7580","2016",4,"Consulting",0,2090,0,2090,20735,1,"Plasmology4"
"5167680","10-5016-7680","2016",4,"Quality & Regulatory",0,87.7,0,87.7,0,1,"Plasmology4"
"5167800","10-5016-7800","2016",4,"Business Meeting Expenses",0,227.06,0,227.06,0,1,"Plasmology4"
"5167820","10-5016-7820","2016",4,"Meals & Entertainment",0,,,,0,1,"Plasmology4"
"5167825","10-5016-7825","2016",4,"Meals & Entertainment - Deductible Employee Meals",0,338.9,0,338.9,0,1,"Plasmology4"
"5167840","10-5016-7840","2016",4,"Lodging",0,1158.33,0,1158.33,0,1,"Plasmology4"
"5167850","10-5016-7850","2016",4,"Transportation",0,2905.51,0,2905.51,0,1,"Plasmology4"
"5185870","10-5018-5870","2016",4,"Fixed Overhead Absorption - Tooling",0,291.67,0,291.67,0,1,"Plasmology4"
"5185910","10-5018-5910","2016",4,"Depreciation - Tooling",0,6416.67,0,6416.67,0,1,"Plasmology4"
"5505600","10-5050-5600","2016",4,"Purchase Price Variance",0,0,22.86,-22.86,22.86,1,"Plasmology4"
"5555140","10-5055-5140","2016",4,"Contract Manufacturing Services",0,,,,1680,1,"Plasmology4"
"5605560","10-5060-5560","2016",4,"Inventory Obsolescence Expense",0,,,,0,1,"Plasmology4"
"5805390","10-5080-5390","2016",4,"Packaging Materials",0,66.39,0,66.39,0,1,"Plasmology4"
"5805490","10-5080-5490","2016",4,"Storage",0,3135.04,0,3135.04,0,1,"Plasmology4"
"5807300","10-5080-7300","2016",4,"Rent",0,3315.57,0,3315.57,10268.36,1,"Plasmology4"
"5807400","10-5080-7400","2016",4,"Utilities",0,83.37,0,83.37,118.58,1,"Plasmology4"
"5807420","10-5080-7420","2016",4,"Equipment",0,,,,0,1,"Plasmology4"
"5807460","10-5080-7460","2016",4,"Maintenance & Repairs",0,,,,0,1,"Plasmology4"
"5808350","10-5080-8350","2016",4,"IT- Connectivity",0,,,,316.14,1,"Plasmology4"
"6005900","10-6000-5900","2016",4,"Depreciation - Machinery & Equipment",0,434.04,8903.37,-8469.33,3251.95,1,"Plasmology4"
"6006000","10-6000-6000","2016",4,"Salaries & Wages",0,117187.62,48645.88,68541.74,205625.22,1,"Plasmology4"
"6006350","10-6000-6350","2016",4,"Employer Payroll Taxes",0,8852.6,2588.95,6263.65,16134.95,1,"Plasmology4"
"6007300","10-6000-7300","2016",4,"Rent",0,,,,35,1,"Plasmology4"
"6007580","10-6000-7580","2016",4,"Consulting",0,,,,5601.61,1,"Plasmology4"
"6007680","10-6000-7680","2016",4,"Quality & Regulatory",0,1402.6,0,1402.6,2408.63,1,"Plasmology4"
"6007700","10-6000-7700","2016",4,"Testing",0,60,0,60,13500,1,"Plasmology4"
"6007720","10-6000-7720","2016",4,"Seminars",0,350,350,0,350,1,"Plasmology4"
"6007790","10-6000-7790","2016",4,"Lab Supplies",0,273.32,0,273.32,866.04,1,"Plasmology4"
"6007820","10-6000-7820","2016",4,"Meals & Entertainment",0,,,,0,1,"Plasmology4"
"6007825","10-6000-7825","2016",4,"Meals & Entertainment - Deductible Employee Meals",0,22.43,0,22.43,0,1,"Plasmology4"
"6007840","10-6000-7840","2016",4,"Lodging",0,,,,0,1,"Plasmology4"
"6007850","10-6000-7850","2016",4,"Transportation",0,,,,301.48,1,"Plasmology4"
"6007900","10-6000-7900","2016",4,"Materials & Supplies",0,2259.21,641.96,1617.25,5394.54,1,"Plasmology4"
"6007910","10-6000-7910","2016",4,"Postage & Delivery",0,,,,901.46,1,"Plasmology4"
"6007915","10-6000-7915","2016",4,"Dues & Subscriptions",0,,,,0,1,"Plasmology4"
"6007920","10-6000-7920","2016",4,"Office Supplies",0,102.8,0,102.8,494.43,1,"Plasmology4"
"6008370","10-6000-8370","2016",4,"IT - Cell Phone",0,224.48,0,224.48,224.69,1,"Plasmology4"
"6077700","10-6007-7700","2016",4,"Testing",0,,,,0,1,"Plasmology4"
"7006000","10-7000-6000","2016",4,"Salaries & Wages",0,77750.07,34000.03,43750.04,131250.12,1,"Plasmology4"
"7006070","10-7000-6070","2016",4,"Bonus",0,,,,0,1,"Plasmology4"
"7006350","10-7000-6350","2016",4,"Employer Payroll Taxes",0,5771.17,1619.46,4151.71,9511.59,1,"Plasmology4"
"7007720","10-7000-7720","2016",4,"Seminars",0,,,,0,1,"Plasmology4"
"7007820","10-7000-7820","2016",4,"Meals & Entertainment",0,790.15,2.13,788.02,1246.17,1,"Plasmology4"
"7007825","10-7000-7825","2016",4,"Meals & Entertainment - Deductible Employee Meals",0,32.58,0,32.58,1265.61,1,"Plasmology4"
"7007840","10-7000-7840","2016",4,"Lodging",0,1325.54,0,1325.54,5489.61,1,"Plasmology4"
"7007850","10-7000-7850","2016",4,"Transportation",0,2367.5,0,2367.5,6096.52,1,"Plasmology4"
"7007905","10-7000-7905","2016",4,"Printing & Publications",0,,,,0,1,"Plasmology4"
"7007910","10-7000-7910","2016",4,"Postage & Delivery",0,56.05,0,56.05,649.82,1,"Plasmology4"
"7007915","10-7000-7915","2016",4,"Dues & Subscriptions",0,,,,36,1,"Plasmology4"
"7007920","10-7000-7920","2016",4,"Office Supplies",0,436.25,59.45,376.8,997.54,1,"Plasmology4"
"7007925","10-7000-7925","2016",4,"Miscellaneous Expenses",0,,,,0,1,"Plasmology4"
"7007930","10-7000-7930","2016",4,"Taxes/Licenses/Fees",0,,,,1194,1,"Plasmology4"
"7007940","10-7000-7940","2016",4,"Bank Charges",0,27,0,27,375.21,1,"Plasmology4"
"7007945","10-7000-7945","2016",4,"Service / Finance Charges",0,822.01,0,822.01,1542.27,1,"Plasmology4"
"7106720","10-7010-6720","2016",4,"Training",0,,,,95,1,"Plasmology4"
"7107530","10-7010-7530","2016",4,"Accounting Fees",0,5200,0,5200,0,1,"Plasmology4"
"7107580","10-7010-7580","2016",4,"Consulting",0,24517.5,8662.5,15855,15633.94,1,"Plasmology4"
"7107910","10-7010-7910","2016",4,"Postage & Delivery",0,,,,0,1,"Plasmology4"
"7107920","10-7010-7920","2016",4,"Office Supplies",0,,,,0,1,"Plasmology4"
"7107940","10-7010-7940","2016",4,"Bank Charges",0,,,,0,1,"Plasmology4"
"7107945","10-7010-7945","2016",4,"Service / Finance Charges",0,,,,0,1,"Plasmology4"
"7137550","10-7013-7550","2016",4,"Outside Services",0,,,,9000,1,"Plasmology4"
"7156060","10-7015-6060","2016",4,"Severance Pay",0,,,,0,1,"Plasmology4"
"7156200","10-7015-6200","2016",4,"Stock Based Compensation",0,250000,0,250000,450000,1,"Plasmology4"
"7156360","10-7015-6360","2016",4,"Payroll Fees",0,368.39,86.91,281.48,1473.38,1,"Plasmology4"
"7156400","10-7015-6400","2016",4,"Medical Benefits",0,9062.58,9062.58,0,35883.05,1,"Plasmology4"
"7156405","10-7015-6405","2016",4,"Medical Benefits - Employee Contribution",0,923.77,3119.54,-2195.77,-5194.39,1,"Plasmology4"
"7156410","10-7015-6410","2016",4,"Den/Vis/Life Insurance",0,1125.75,1125.75,0,4551.21,1,"Plasmology4"
"7156415","10-7015-6415","2016",4,"Den/Vis/Life Insurance - Employee Contribution",0,96,315.12,-219.12,-548.88,1,"Plasmology4"
"7156425","10-7015-6425","2016",4,"HSA - Employer Contribution",0,,,,15,1,"Plasmology4"
"7156439","10-7015-6439","2016",4,"Employee Disability Insurance",0,574.72,0,574.72,1724.16,1,"Plasmology4"
"7156450","10-7015-6450","2016",4,"Employee Appreciation Expenses",0,0,304.07,-304.07,0,1,"Plasmology4"
"7156500","10-7015-6500","2016",4,"Workers Compensation Insurance",0,808.92,0,808.92,5507.51,1,"Plasmology4"
"7157580","10-7015-7580","2016",4,"Consulting",0,,,,0,1,"Plasmology4"
"7157820","10-7015-7820","2016",4,"Meals & Entertainment",0,,,,0,1,"Plasmology4"
"7157825","10-7015-7825","2016",4,"Meals & Entertainment - Deductible Employee Meals",0,,,,0,1,"Plasmology4"
"7157870","10-7015-7870","2016",4,"Mileage Reimbursement ",0,,,,48.6,1,"Plasmology4"
"7157915","10-7015-7915","2016",4,"Dues & Subscriptions",0,,,,72,1,"Plasmology4"
"7157920","10-7015-7920","2016",4,"Office Supplies",0,677.86,0,677.86,1817.41,1,"Plasmology4"
"7205930","10-7020-5930","2016",4,"Depreciation - Computer Equipment",0,9095.79,0,9095.79,4634.26,1,"Plasmology4"
"7205940","10-7020-5940","2016",4,"Depreciation - Software",0,383.25,2426.52,-2043.27,1089.13,1,"Plasmology4"
"7206000","10-7020-6000","2016",4,"Salaries & Wages",0,20000.01,6666.67,13333.34,40000.02,1,"Plasmology4"
"7206350","10-7020-6350","2016",4,"Employer Payroll Taxes",0,1474.5,491.5,983,3137.57,1,"Plasmology4"
"7207570","10-7020-7570","2016",4,"Contract Labor",0,,,,0,1,"Plasmology4"
"7207580","10-7020-7580","2016",4,"Consulting",0,,,,1167.74,1,"Plasmology4"
"7207900","10-7020-7900","2016",4,"Materials & Supplies",0,,,,16.49,1,"Plasmology4"
"7207910","10-7020-7910","2016",4,"Postage & Delivery",0,,,,9.7,1,"Plasmology4"
"7207920","10-7020-7920","2016",4,"Office Supplies",0,,,,0,1,"Plasmology4"
"7208320","10-7020-8320","2016",4,"IT - Software; Non-Depreciable ",0,2776.93,20563.52,-17786.59,30394.03,1,"Plasmology4"
"7208330","10-7020-8330","2016",4,"IT - Cloud Services",0,99.95,0,99.95,1256.55,1,"Plasmology4"
"7208340","10-7020-8340","2016",4,"IT - Data Center",0,409.92,0,409.92,1229.76,1,"Plasmology4"
"7208350","10-7020-8350","2016",4,"IT - Connectivity",0,825.18,0,825.18,1572.74,1,"Plasmology4"
"7208360","10-7020-8360","2016",4,"IT - Voice",0,439.29,0,439.29,1338.29,1,"Plasmology4"
"7208370","10-7020-8370","2016",4,"IT - Cell Phone",0,138.19,0,138.19,130.87,1,"Plasmology4"
"7208380","10-7020-8380","2016",4,"IT - Domain Registration",0,354.69,0,354.69,376.9,1,"Plasmology4"
"7307500","10-7030-7500","2016",4,"Legal Fees - General",0,1545.3,0,1545.3,26048,1,"Plasmology4"
"7307510","10-7030-7510","2016",4,"Legal Fees - Patent",0,14935.5,0,14935.5,20031.64,1,"Plasmology4"
"7307529","10-7030-7529","2016",4,"Legal Fees - Misc. ",0,,,,0,1,"Plasmology4"
"7355920","10-7035-5920","2016",4,"Depreciation - Furniture & Fixtures",0,1470.46,0,1470.46,0,1,"Plasmology4"
"7355945","10-7035-5945","2016",4,"Depreciation - Office Equipment",0,4278.73,0,4278.73,61.26,1,"Plasmology4"
"7355950","10-7035-5950","2016",4,"Depreciation - Leasehold Improvements",0,3172.1,0,3172.1,114.75,1,"Plasmology4"
"7357300","10-7035-7300","2016",4,"Rent",0,20462.49,8329.77,12132.72,40367.91,1,"Plasmology4"
"7357400","10-7035-7400","2016",4,"Utilities",0,198.77,42.66,156.11,228.4,1,"Plasmology4"
"7357420","10-7035-7420","2016",4,"Equipment",0,1140.69,0,1140.69,712.74,1,"Plasmology4"
"7357450","10-7035-7450","2016",4,"Janitorial",0,,,,0,1,"Plasmology4"
